x-axis;1;2;;Segundo diodo;
-3,36E+00;4,45E+10;2,62E+10;;1,83E+10;2,47E+15
-3,36E+00;4,45E+10;2,62E+10;;1,83E+10;2,47E+15
-3,35E+00;4,45E+10;2,62E+10;;1,83E+10;2,47E+15
-3,35E+00;4,50E+10;2,62E+10;;1,88E+10;2,47E+15
-3,34E+00;4,50E+10;2,62E+10;;1,88E+10;2,47E+15
-3,34E+00;4,50E+10;2,62E+10;;1,88E+10;2,47E+15
-3,33E+00;4,50E+10;2,62E+10;;1,88E+10;2,47E+15
-3,33E+00;4,50E+10;2,62E+10;;1,88E+10;2,47E+15
-3,32E+00;4,50E+10;2,62E+10;;1,88E+10;2,47E+15
-3,32E+00;4,50E+10;2,66E+10;;1,85E+10;2,51E+15
-3,31E+00;4,55E+10;2,66E+10;;1,90E+10;2,51E+15
-3,31E+00;4,60E+10;2,66E+10;;1,95E+10;2,51E+15
-3,30E+00;4,55E+10;2,66E+10;;1,90E+10;2,51E+15
-3,30E+00;4,55E+10;2,62E+10;;1,93E+10;2,47E+15
-3,29E+00;4,55E+10;2,66E+10;;1,90E+10;2,51E+15
-3,29E+00;4,60E+10;2,69E+10;;1,92E+10;2,54E+15
-3,28E+00;4,55E+10;2,69E+10;;1,87E+10;2,54E+15
-3,28E+00;4,55E+10;2,66E+10;;1,90E+10;2,51E+15
-3,27E+00;4,55E+10;2,69E+10;;1,87E+10;2,54E+15
-3,27E+00;4,55E+10;2,69E+10;;1,87E+10;2,54E+15
-3,26E+00;4,55E+10;2,69E+10;;1,87E+10;2,54E+15
-3,26E+00;4,60E+10;2,72E+10;;1,88E+10;2,57E+15
-3,25E+00;4,55E+10;2,69E+10;;1,87E+10;2,54E+15
-3,25E+00;4,55E+10;2,69E+10;;1,87E+10;2,54E+15
-3,24E+00;4,55E+10;2,69E+10;;1,87E+10;2,54E+15
-3,24E+00;4,60E+10;2,72E+10;;1,88E+10;2,57E+15
-3,23E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-3,23E+00;4,60E+10;2,72E+10;;1,88E+10;2,57E+15
-3,22E+00;4,60E+10;2,72E+10;;1,88E+10;2,57E+15
-3,22E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-3,21E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-3,21E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-3,20E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-3,20E+00;4,65E+10;2,72E+10;;1,93E+10;2,57E+15
-3,19E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-3,19E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-3,18E+00;4,65E+10;2,75E+10;;1,90E+10;2,59E+15
-3,18E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-3,17E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-3,17E+00;4,65E+10;2,78E+10;;1,87E+10;2,62E+15
-3,16E+00;4,65E+10;2,78E+10;;1,87E+10;2,62E+15
-3,16E+00;4,70E+10;2,78E+10;;1,92E+10;2,62E+15
-3,15E+00;4,65E+10;2,78E+10;;1,87E+10;2,62E+15
-3,15E+00;4,65E+10;2,78E+10;;1,87E+10;2,62E+15
-3,14E+00;4,65E+10;2,78E+10;;1,87E+10;2,62E+15
-3,14E+00;4,65E+10;2,78E+10;;1,87E+10;2,62E+15
-3,13E+00;4,65E+10;2,78E+10;;1,87E+10;2,62E+15
-3,13E+00;4,65E+10;2,81E+10;;1,84E+10;2,65E+15
-3,12E+00;4,70E+10;2,81E+10;;1,89E+10;2,65E+15
-3,12E+00;4,70E+10;2,81E+10;;1,89E+10;2,65E+15
-3,11E+00;4,70E+10;2,81E+10;;1,89E+10;2,65E+15
-3,11E+00;4,65E+10;2,81E+10;;1,84E+10;2,65E+15
-3,10E+00;4,70E+10;2,81E+10;;1,89E+10;2,65E+15
-3,10E+00;4,70E+10;2,84E+10;;1,86E+10;2,68E+15
-3,09E+00;4,70E+10;2,84E+10;;1,86E+10;2,68E+15
-3,09E+00;4,70E+10;2,84E+10;;1,86E+10;2,68E+15
-3,08E+00;4,75E+10;2,84E+10;;1,91E+10;2,68E+15
-3,08E+00;4,70E+10;2,84E+10;;1,86E+10;2,68E+15
-3,07E+00;4,75E+10;2,84E+10;;1,91E+10;2,68E+15
-3,07E+00;4,80E+10;2,84E+10;;1,96E+10;2,68E+15
-3,06E+00;4,75E+10;2,84E+10;;1,91E+10;2,68E+15
-3,06E+00;4,70E+10;2,87E+10;;1,83E+10;2,71E+15
-3,05E+00;4,75E+10;2,87E+10;;1,88E+10;2,71E+15
-3,05E+00;4,80E+10;2,84E+10;;1,96E+10;2,68E+15
-3,04E+00;4,75E+10;2,84E+10;;1,91E+10;2,68E+15
-3,04E+00;4,75E+10;2,87E+10;;1,88E+10;2,71E+15
-3,03E+00;4,75E+10;2,87E+10;;1,88E+10;2,71E+15
-3,03E+00;4,75E+10;2,87E+10;;1,88E+10;2,71E+15
-3,02E+00;4,80E+10;2,84E+10;;1,96E+10;2,68E+15
-3,02E+00;4,80E+10;2,91E+10;;1,90E+10;2,75E+15
-3,01E+00;4,75E+10;2,91E+10;;1,85E+10;2,75E+15
-3,01E+00;4,80E+10;2,94E+10;;1,87E+10;2,77E+15
-3,00E+00;4,80E+10;2,91E+10;;1,90E+10;2,75E+15
-3,00E+00;4,80E+10;2,91E+10;;1,90E+10;2,75E+15
-2,99E+00;4,80E+10;2,91E+10;;1,90E+10;2,75E+15
-2,99E+00;4,80E+10;2,91E+10;;1,90E+10;2,75E+15
-2,98E+00;4,80E+10;2,91E+10;;1,90E+10;2,75E+15
-2,98E+00;4,80E+10;2,91E+10;;1,90E+10;2,75E+15
-2,97E+00;4,85E+10;2,91E+10;;1,95E+10;2,75E+15
-2,97E+00;4,85E+10;2,94E+10;;1,92E+10;2,77E+15
-2,96E+00;4,85E+10;2,94E+10;;1,92E+10;2,77E+15
-2,96E+00;4,85E+10;2,97E+10;;1,88E+10;2,80E+15
-2,95E+00;4,90E+10;2,94E+10;;1,97E+10;2,77E+15
-2,95E+00;4,85E+10;2,94E+10;;1,92E+10;2,77E+15
-2,94E+00;4,85E+10;2,94E+10;;1,92E+10;2,77E+15
-2,94E+00;4,85E+10;2,97E+10;;1,88E+10;2,80E+15
-2,93E+00;4,90E+10;2,97E+10;;1,93E+10;2,80E+15
-2,93E+00;4,85E+10;3,00E+10;;1,85E+10;2,83E+15
-2,92E+00;4,85E+10;2,97E+10;;1,88E+10;2,80E+15
-2,92E+00;4,90E+10;2,97E+10;;1,93E+10;2,80E+15
-2,91E+00;4,90E+10;3,00E+10;;1,90E+10;2,83E+15
-2,91E+00;4,85E+10;2,97E+10;;1,88E+10;2,80E+15
-2,90E+00;4,90E+10;3,00E+10;;1,90E+10;2,83E+15
-2,90E+00;4,90E+10;3,00E+10;;1,90E+10;2,83E+15
-2,89E+00;4,90E+10;3,00E+10;;1,90E+10;2,83E+15
-2,89E+00;4,90E+10;3,00E+10;;1,90E+10;2,83E+15
-2,88E+00;4,90E+10;3,00E+10;;1,90E+10;2,83E+15
-2,88E+00;4,90E+10;3,00E+10;;1,90E+10;2,83E+15
-2,87E+00;4,90E+10;3,00E+10;;1,90E+10;2,83E+15
-2,87E+00;4,90E+10;3,03E+10;;1,87E+10;2,86E+15
-2,86E+00;4,90E+10;3,00E+10;;1,90E+10;2,83E+15
-2,86E+00;4,90E+10;3,00E+10;;1,90E+10;2,83E+15
-2,85E+00;4,90E+10;3,00E+10;;1,90E+10;2,83E+15
-2,85E+00;4,90E+10;3,00E+10;;1,90E+10;2,83E+15
-2,84E+00;4,85E+10;2,97E+10;;1,88E+10;2,80E+15
-2,84E+00;4,85E+10;2,97E+10;;1,88E+10;2,80E+15
-2,83E+00;4,85E+10;2,97E+10;;1,88E+10;2,80E+15
-2,83E+00;4,85E+10;2,97E+10;;1,88E+10;2,80E+15
-2,82E+00;4,85E+10;2,97E+10;;1,88E+10;2,80E+15
-2,82E+00;4,85E+10;2,97E+10;;1,88E+10;2,80E+15
-2,81E+00;4,85E+10;3,00E+10;;1,85E+10;2,83E+15
-2,81E+00;4,85E+10;2,97E+10;;1,88E+10;2,80E+15
-2,80E+00;4,85E+10;2,94E+10;;1,92E+10;2,77E+15
-2,80E+00;4,85E+10;2,94E+10;;1,92E+10;2,77E+15
-2,79E+00;4,90E+10;2,97E+10;;1,93E+10;2,80E+15
-2,79E+00;4,85E+10;2,91E+10;;1,95E+10;2,75E+15
-2,78E+00;4,85E+10;2,91E+10;;1,95E+10;2,75E+15
-2,78E+00;4,80E+10;2,87E+10;;1,93E+10;2,71E+15
-2,77E+00;4,80E+10;2,94E+10;;1,87E+10;2,77E+15
-2,77E+00;4,85E+10;2,91E+10;;1,95E+10;2,75E+15
-2,76E+00;4,80E+10;2,91E+10;;1,90E+10;2,75E+15
-2,76E+00;4,80E+10;2,91E+10;;1,90E+10;2,75E+15
-2,75E+00;4,75E+10;2,91E+10;;1,85E+10;2,75E+15
-2,75E+00;4,75E+10;2,91E+10;;1,85E+10;2,75E+15
-2,74E+00;4,75E+10;2,91E+10;;1,85E+10;2,75E+15
-2,74E+00;4,80E+10;2,91E+10;;1,90E+10;2,75E+15
-2,73E+00;4,75E+10;2,91E+10;;1,85E+10;2,75E+15
-2,73E+00;4,80E+10;2,87E+10;;1,93E+10;2,71E+15
-2,72E+00;4,80E+10;2,91E+10;;1,90E+10;2,75E+15
-2,72E+00;4,75E+10;2,87E+10;;1,88E+10;2,71E+15
-2,71E+00;4,80E+10;2,84E+10;;1,96E+10;2,68E+15
-2,71E+00;4,75E+10;2,87E+10;;1,88E+10;2,71E+15
-2,70E+00;4,75E+10;2,87E+10;;1,88E+10;2,71E+15
-2,70E+00;4,75E+10;2,87E+10;;1,88E+10;2,71E+15
-2,69E+00;4,75E+10;2,81E+10;;1,94E+10;2,65E+15
-2,69E+00;4,75E+10;2,84E+10;;1,91E+10;2,68E+15
-2,68E+00;4,70E+10;2,84E+10;;1,86E+10;2,68E+15
-2,68E+00;4,75E+10;2,84E+10;;1,91E+10;2,68E+15
-2,67E+00;4,70E+10;2,81E+10;;1,89E+10;2,65E+15
-2,67E+00;4,70E+10;2,84E+10;;1,86E+10;2,68E+15
-2,66E+00;4,75E+10;2,84E+10;;1,91E+10;2,68E+15
-2,66E+00;4,70E+10;2,84E+10;;1,86E+10;2,68E+15
-2,65E+00;4,70E+10;2,81E+10;;1,89E+10;2,65E+15
-2,65E+00;4,70E+10;2,81E+10;;1,89E+10;2,65E+15
-2,64E+00;4,65E+10;2,81E+10;;1,84E+10;2,65E+15
-2,64E+00;4,70E+10;2,81E+10;;1,89E+10;2,65E+15
-2,63E+00;4,70E+10;2,78E+10;;1,92E+10;2,62E+15
-2,63E+00;4,70E+10;2,81E+10;;1,89E+10;2,65E+15
-2,62E+00;4,70E+10;2,81E+10;;1,89E+10;2,65E+15
-2,62E+00;4,65E+10;2,78E+10;;1,87E+10;2,62E+15
-2,61E+00;4,70E+10;2,78E+10;;1,92E+10;2,62E+15
-2,61E+00;4,65E+10;2,78E+10;;1,87E+10;2,62E+15
-2,60E+00;4,70E+10;2,81E+10;;1,89E+10;2,65E+15
-2,60E+00;4,65E+10;2,78E+10;;1,87E+10;2,62E+15
-2,59E+00;4,65E+10;2,78E+10;;1,87E+10;2,62E+15
-2,59E+00;4,65E+10;2,72E+10;;1,93E+10;2,57E+15
-2,58E+00;4,65E+10;2,72E+10;;1,93E+10;2,57E+15
-2,58E+00;4,65E+10;2,72E+10;;1,93E+10;2,57E+15
-2,57E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-2,57E+00;4,65E+10;2,75E+10;;1,90E+10;2,59E+15
-2,56E+00;4,70E+10;2,72E+10;;1,98E+10;2,57E+15
-2,56E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-2,55E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-2,55E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-2,54E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-2,54E+00;4,60E+10;2,75E+10;;1,85E+10;2,59E+15
-2,53E+00;4,65E+10;2,72E+10;;1,93E+10;2,57E+15
-2,53E+00;4,60E+10;2,72E+10;;1,88E+10;2,57E+15
-2,52E+00;4,55E+10;2,72E+10;;1,83E+10;2,57E+15
-2,52E+00;4,55E+10;2,72E+10;;1,83E+10;2,57E+15
-2,51E+00;4,55E+10;2,72E+10;;1,83E+10;2,57E+15
-2,51E+00;4,60E+10;2,72E+10;;1,88E+10;2,57E+15
-2,50E+00;4,55E+10;2,69E+10;;1,87E+10;2,54E+15
-2,50E+00;4,60E+10;2,69E+10;;1,92E+10;2,54E+15
-2,49E+00;4,55E+10;2,69E+10;;1,87E+10;2,54E+15
-2,49E+00;4,55E+10;2,69E+10;;1,87E+10;2,54E+15
-2,48E+00;4,55E+10;2,69E+10;;1,87E+10;2,54E+15
-2,48E+00;4,55E+10;2,69E+10;;1,87E+10;2,54E+15
-2,47E+00;4,55E+10;2,69E+10;;1,87E+10;2,54E+15
-2,47E+00;4,55E+10;2,66E+10;;1,90E+10;2,51E+15
-2,46E+00;4,55E+10;2,66E+10;;1,90E+10;2,51E+15
-2,46E+00;4,50E+10;2,62E+10;;1,88E+10;2,47E+15
-2,45E+00;4,50E+10;2,66E+10;;1,85E+10;2,51E+15
-2,45E+00;4,50E+10;2,62E+10;;1,88E+10;2,47E+15
-2,44E+00;4,55E+10;2,66E+10;;1,90E+10;2,51E+15
-2,44E+00;4,55E+10;2,66E+10;;1,90E+10;2,51E+15
-2,43E+00;4,55E+10;2,62E+10;;1,93E+10;2,47E+15
-2,43E+00;4,50E+10;2,66E+10;;1,85E+10;2,51E+15
-2,42E+00;4,45E+10;2,62E+10;;1,83E+10;2,47E+15
-2,42E+00;4,45E+10;2,62E+10;;1,83E+10;2,47E+15
-2,41E+00;4,45E+10;2,62E+10;;1,83E+10;2,47E+15
-2,41E+00;4,45E+10;2,62E+10;;1,83E+10;2,47E+15
-2,40E+00;4,45E+10;2,62E+10;;1,83E+10;2,47E+15
-2,40E+00;4,45E+10;2,59E+10;;1,86E+10;2,44E+15
-2,39E+00;4,45E+10;2,59E+10;;1,86E+10;2,44E+15
-2,39E+00;4,45E+10;2,59E+10;;1,86E+10;2,44E+15
-2,38E+00;4,45E+10;2,59E+10;;1,86E+10;2,44E+15
-2,38E+00;4,50E+10;2,59E+10;;1,91E+10;2,44E+15
-2,37E+00;4,50E+10;2,56E+10;;1,94E+10;2,42E+15
-2,37E+00;4,45E+10;2,59E+10;;1,86E+10;2,44E+15
-2,36E+00;4,45E+10;2,59E+10;;1,86E+10;2,44E+15
-2,36E+00;4,45E+10;2,59E+10;;1,86E+10;2,44E+15
-2,35E+00;4,40E+10;2,56E+10;;1,84E+10;2,42E+15
-2,35E+00;4,40E+10;2,56E+10;;1,84E+10;2,42E+15
-2,34E+00;4,40E+10;2,56E+10;;1,84E+10;2,42E+15
-2,34E+00;4,40E+10;2,56E+10;;1,84E+10;2,42E+15
-2,33E+00;4,40E+10;2,53E+10;;1,87E+10;2,39E+15
-2,33E+00;4,40E+10;2,53E+10;;1,87E+10;2,39E+15
-2,32E+00;4,45E+10;2,53E+10;;1,92E+10;2,39E+15
-2,32E+00;4,35E+10;2,53E+10;;1,82E+10;2,39E+15
-2,31E+00;4,35E+10;2,53E+10;;1,82E+10;2,39E+15
-2,31E+00;4,45E+10;2,53E+10;;1,92E+10;2,39E+15
-2,30E+00;4,35E+10;2,53E+10;;1,82E+10;2,39E+15
-2,30E+00;4,35E+10;2,50E+10;;1,85E+10;2,36E+15
-2,29E+00;4,35E+10;2,50E+10;;1,85E+10;2,36E+15
-2,29E+00;4,40E+10;2,50E+10;;1,90E+10;2,36E+15
-2,28E+00;4,35E+10;2,50E+10;;1,85E+10;2,36E+15
-2,28E+00;4,35E+10;2,50E+10;;1,85E+10;2,36E+15
-2,27E+00;4,40E+10;2,50E+10;;1,90E+10;2,36E+15
-2,27E+00;4,35E+10;2,50E+10;;1,85E+10;2,36E+15
-2,26E+00;4,30E+10;2,47E+10;;1,83E+10;2,33E+15
-2,26E+00;4,35E+10;2,50E+10;;1,85E+10;2,36E+15
-2,25E+00;4,35E+10;2,47E+10;;1,88E+10;2,33E+15
-2,25E+00;4,35E+10;2,44E+10;;1,92E+10;2,30E+15
-2,24E+00;4,35E+10;2,47E+10;;1,88E+10;2,33E+15
-2,24E+00;4,30E+10;2,47E+10;;1,83E+10;2,33E+15
-2,23E+00;4,30E+10;2,47E+10;;1,83E+10;2,33E+15
-2,23E+00;4,30E+10;2,47E+10;;1,83E+10;2,33E+15
-2,22E+00;4,30E+10;2,47E+10;;1,83E+10;2,33E+15
-2,22E+00;4,30E+10;2,47E+10;;1,83E+10;2,33E+15
-2,21E+00;4,30E+10;2,44E+10;;1,87E+10;2,30E+15
-2,21E+00;4,30E+10;2,47E+10;;1,83E+10;2,33E+15
-2,20E+00;4,30E+10;2,44E+10;;1,87E+10;2,30E+15
-2,20E+00;4,30E+10;2,44E+10;;1,87E+10;2,30E+15
-2,19E+00;4,30E+10;2,44E+10;;1,87E+10;2,30E+15
-2,19E+00;4,20E+10;2,44E+10;;1,77E+10;2,30E+15
-2,18E+00;4,25E+10;2,41E+10;;1,85E+10;2,27E+15
-2,18E+00;4,20E+10;2,41E+10;;1,80E+10;2,27E+15
-2,17E+00;4,30E+10;2,41E+10;;1,90E+10;2,27E+15
-2,17E+00;4,25E+10;2,37E+10;;1,88E+10;2,24E+15
-2,16E+00;4,20E+10;2,44E+10;;1,77E+10;2,30E+15
-2,16E+00;4,25E+10;2,41E+10;;1,85E+10;2,27E+15
-2,15E+00;4,20E+10;2,44E+10;;1,77E+10;2,30E+15
-2,15E+00;4,20E+10;2,41E+10;;1,80E+10;2,27E+15
-2,14E+00;4,25E+10;2,37E+10;;1,88E+10;2,24E+15
-2,14E+00;4,25E+10;2,37E+10;;1,88E+10;2,24E+15
-2,13E+00;4,25E+10;2,37E+10;;1,88E+10;2,24E+15
-2,13E+00;4,20E+10;2,41E+10;;1,80E+10;2,27E+15
-2,12E+00;4,25E+10;2,37E+10;;1,88E+10;2,24E+15
-2,12E+00;4,20E+10;2,41E+10;;1,80E+10;2,27E+15
-2,11E+00;4,25E+10;2,34E+10;;1,91E+10;2,21E+15
-2,11E+00;4,20E+10;2,41E+10;;1,80E+10;2,27E+15
-2,10E+00;4,25E+10;2,37E+10;;1,88E+10;2,24E+15
-2,10E+00;4,25E+10;2,34E+10;;1,91E+10;2,21E+15
-2,09E+00;4,25E+10;2,34E+10;;1,91E+10;2,21E+15
-2,09E+00;4,20E+10;2,31E+10;;1,89E+10;2,18E+15
-2,08E+00;4,20E+10;2,31E+10;;1,89E+10;2,18E+15
-2,08E+00;4,20E+10;2,31E+10;;1,89E+10;2,18E+15
-2,07E+00;4,20E+10;2,31E+10;;1,89E+10;2,18E+15
-2,07E+00;4,15E+10;2,31E+10;;1,84E+10;2,18E+15
-2,06E+00;4,15E+10;2,34E+10;;1,81E+10;2,21E+15
-2,06E+00;4,20E+10;2,31E+10;;1,89E+10;2,18E+15
-2,05E+00;4,15E+10;2,31E+10;;1,84E+10;2,18E+15
-2,05E+00;4,20E+10;2,31E+10;;1,89E+10;2,18E+15
-2,04E+00;4,15E+10;2,31E+10;;1,84E+10;2,18E+15
-2,04E+00;4,15E+10;2,34E+10;;1,81E+10;2,21E+15
-2,03E+00;4,15E+10;2,31E+10;;1,84E+10;2,18E+15
-2,03E+00;4,15E+10;2,28E+10;;1,87E+10;2,15E+15
-2,02E+00;4,15E+10;2,28E+10;;1,87E+10;2,15E+15
-2,02E+00;4,10E+10;2,28E+10;;1,82E+10;2,15E+15
-2,01E+00;4,15E+10;2,28E+10;;1,87E+10;2,15E+15
-2,01E+00;4,15E+10;2,28E+10;;1,87E+10;2,15E+15
-2,00E+00;4,10E+10;2,25E+10;;1,85E+10;2,12E+15
-2,00E+00;4,10E+10;2,25E+10;;1,85E+10;2,12E+15
-1,99E+00;4,10E+10;2,25E+10;;1,85E+10;2,12E+15
-1,99E+00;4,10E+10;2,25E+10;;1,85E+10;2,12E+15
-1,98E+00;4,05E+10;2,25E+10;;1,80E+10;2,12E+15
-1,98E+00;4,10E+10;2,25E+10;;1,85E+10;2,12E+15
-1,97E+00;4,10E+10;2,25E+10;;1,85E+10;2,12E+15
-1,97E+00;4,05E+10;2,22E+10;;1,83E+10;2,09E+15
-1,96E+00;4,10E+10;2,22E+10;;1,88E+10;2,09E+15
-1,96E+00;4,10E+10;2,22E+10;;1,88E+10;2,09E+15
-1,95E+00;4,05E+10;2,22E+10;;1,83E+10;2,09E+15
-1,95E+00;4,05E+10;2,22E+10;;1,83E+10;2,09E+15
-1,94E+00;4,05E+10;2,19E+10;;1,87E+10;2,07E+15
-1,94E+00;4,10E+10;2,19E+10;;1,92E+10;2,07E+15
-1,93E+00;4,10E+10;2,19E+10;;1,92E+10;2,07E+15
-1,93E+00;4,10E+10;2,22E+10;;1,88E+10;2,09E+15
-1,92E+00;4,05E+10;2,19E+10;;1,87E+10;2,07E+15
-1,92E+00;4,05E+10;2,19E+10;;1,87E+10;2,07E+15
-1,91E+00;4,05E+10;2,22E+10;;1,83E+10;2,09E+15
-1,91E+00;4,05E+10;2,19E+10;;1,87E+10;2,07E+15
-1,90E+00;4,05E+10;2,19E+10;;1,87E+10;2,07E+15
-1,90E+00;4,05E+10;2,22E+10;;1,83E+10;2,09E+15
-1,89E+00;4,05E+10;2,19E+10;;1,87E+10;2,07E+15
-1,89E+00;4,00E+10;2,16E+10;;1,85E+10;2,04E+15
-1,88E+00;4,00E+10;2,16E+10;;1,85E+10;2,04E+15
-1,88E+00;4,05E+10;2,16E+10;;1,90E+10;2,04E+15
-1,87E+00;4,05E+10;2,16E+10;;1,90E+10;2,04E+15
-1,87E+00;4,05E+10;2,16E+10;;1,90E+10;2,04E+15
-1,86E+00;4,00E+10;2,12E+10;;1,88E+10;2,00E+15
-1,86E+00;4,05E+10;2,16E+10;;1,90E+10;2,04E+15
-1,85E+00;4,05E+10;2,12E+10;;1,93E+10;2,00E+15
-1,85E+00;3,95E+10;2,09E+10;;1,86E+10;1,97E+15
-1,84E+00;4,00E+10;2,12E+10;;1,88E+10;2,00E+15
-1,84E+00;4,00E+10;2,16E+10;;1,85E+10;2,04E+15
-1,83E+00;4,00E+10;2,12E+10;;1,88E+10;2,00E+15
-1,83E+00;3,95E+10;2,12E+10;;1,83E+10;2,00E+15
-1,82E+00;3,95E+10;2,12E+10;;1,83E+10;2,00E+15
-1,82E+00;3,95E+10;2,09E+10;;1,86E+10;1,97E+15
-1,81E+00;3,95E+10;2,09E+10;;1,86E+10;1,97E+15
-1,81E+00;4,00E+10;2,09E+10;;1,91E+10;1,97E+15
-1,80E+00;3,90E+10;2,09E+10;;1,81E+10;1,97E+15
-1,80E+00;4,00E+10;2,09E+10;;1,91E+10;1,97E+15
-1,79E+00;4,00E+10;2,09E+10;;1,91E+10;1,97E+15
-1,79E+00;3,95E+10;2,09E+10;;1,86E+10;1,97E+15
-1,78E+00;4,00E+10;2,06E+10;;1,94E+10;1,94E+15
-1,78E+00;3,95E+10;2,06E+10;;1,89E+10;1,94E+15
-1,77E+00;3,95E+10;2,06E+10;;1,89E+10;1,94E+15
-1,77E+00;3,95E+10;2,06E+10;;1,89E+10;1,94E+15
-1,76E+00;3,90E+10;2,09E+10;;1,81E+10;1,97E+15
-1,76E+00;3,95E+10;2,03E+10;;1,92E+10;1,92E+15
-1,75E+00;3,90E+10;2,09E+10;;1,81E+10;1,97E+15
-1,75E+00;3,95E+10;2,06E+10;;1,89E+10;1,94E+15
-1,74E+00;3,90E+10;2,03E+10;;1,87E+10;1,92E+15
-1,74E+00;3,85E+10;2,03E+10;;1,82E+10;1,92E+15
-1,73E+00;3,90E+10;2,03E+10;;1,87E+10;1,92E+15
-1,73E+00;3,85E+10;2,00E+10;;1,85E+10;1,89E+15
-1,72E+00;3,90E+10;2,03E+10;;1,87E+10;1,92E+15
-1,72E+00;3,85E+10;2,03E+10;;1,82E+10;1,92E+15
