x-axis;1;2;;Tercer diodo;
-3,36E+00;4,60E+10;2,37E+10;;2,23E+10;1,14E+15
-3,36E+00;4,50E+10;2,34E+10;;2,16E+10;1,13E+15
-3,35E+00;4,50E+10;2,37E+10;;2,13E+10;1,14E+15
-3,35E+00;4,50E+10;2,37E+10;;2,13E+10;1,14E+15
-3,34E+00;4,50E+10;2,34E+10;;2,16E+10;1,13E+15
-3,34E+00;4,45E+10;2,31E+10;;2,14E+10;1,11E+15
-3,33E+00;4,50E+10;2,31E+10;;2,19E+10;1,11E+15
-3,33E+00;4,50E+10;2,34E+10;;2,16E+10;1,13E+15
-3,32E+00;4,55E+10;2,34E+10;;2,21E+10;1,13E+15
-3,32E+00;4,50E+10;2,31E+10;;2,19E+10;1,11E+15
-3,31E+00;4,45E+10;2,31E+10;;2,14E+10;1,11E+15
-3,31E+00;4,45E+10;2,31E+10;;2,14E+10;1,11E+15
-3,30E+00;4,50E+10;2,34E+10;;2,16E+10;1,13E+15
-3,30E+00;4,50E+10;2,34E+10;;2,16E+10;1,13E+15
-3,29E+00;4,50E+10;2,34E+10;;2,16E+10;1,13E+15
-3,29E+00;4,50E+10;2,34E+10;;2,16E+10;1,13E+15
-3,28E+00;4,45E+10;2,31E+10;;2,14E+10;1,11E+15
-3,28E+00;4,50E+10;2,28E+10;;2,22E+10;1,10E+15
-3,27E+00;4,45E+10;2,28E+10;;2,17E+10;1,10E+15
-3,27E+00;4,45E+10;2,28E+10;;2,17E+10;1,10E+15
-3,26E+00;4,40E+10;2,28E+10;;2,12E+10;1,10E+15
-3,26E+00;4,40E+10;2,28E+10;;2,12E+10;1,10E+15
-3,25E+00;4,40E+10;2,25E+10;;2,15E+10;1,08E+15
-3,25E+00;4,40E+10;2,28E+10;;2,12E+10;1,10E+15
-3,24E+00;4,40E+10;2,28E+10;;2,12E+10;1,10E+15
-3,24E+00;4,40E+10;2,25E+10;;2,15E+10;1,08E+15
-3,23E+00;4,35E+10;2,28E+10;;2,07E+10;1,10E+15
-3,23E+00;4,40E+10;2,25E+10;;2,15E+10;1,08E+15
-3,22E+00;4,40E+10;2,25E+10;;2,15E+10;1,08E+15
-3,22E+00;4,40E+10;2,25E+10;;2,15E+10;1,08E+15
-3,21E+00;4,35E+10;2,25E+10;;2,10E+10;1,08E+15
-3,21E+00;4,35E+10;2,25E+10;;2,10E+10;1,08E+15
-3,20E+00;4,35E+10;2,25E+10;;2,10E+10;1,08E+15
-3,20E+00;4,35E+10;2,22E+10;;2,13E+10;1,07E+15
-3,19E+00;4,35E+10;2,22E+10;;2,13E+10;1,07E+15
-3,19E+00;4,40E+10;2,22E+10;;2,18E+10;1,07E+15
-3,18E+00;4,35E+10;2,22E+10;;2,13E+10;1,07E+15
-3,18E+00;4,40E+10;2,22E+10;;2,18E+10;1,07E+15
-3,17E+00;4,30E+10;2,22E+10;;2,08E+10;1,07E+15
-3,17E+00;4,40E+10;2,19E+10;;2,22E+10;1,05E+15
-3,16E+00;4,35E+10;2,19E+10;;2,17E+10;1,05E+15
-3,16E+00;4,35E+10;2,19E+10;;2,17E+10;1,05E+15
-3,15E+00;4,30E+10;2,19E+10;;2,12E+10;1,05E+15
-3,15E+00;4,30E+10;2,22E+10;;2,08E+10;1,07E+15
-3,14E+00;4,30E+10;2,19E+10;;2,12E+10;1,05E+15
-3,14E+00;4,30E+10;2,19E+10;;2,12E+10;1,05E+15
-3,13E+00;4,30E+10;2,19E+10;;2,12E+10;1,05E+15
-3,13E+00;4,30E+10;2,22E+10;;2,08E+10;1,07E+15
-3,12E+00;4,30E+10;2,19E+10;;2,12E+10;1,05E+15
-3,12E+00;4,30E+10;2,19E+10;;2,12E+10;1,05E+15
-3,11E+00;4,35E+10;2,12E+10;;2,23E+10;1,02E+15
-3,11E+00;4,35E+10;2,19E+10;;2,17E+10;1,05E+15
-3,10E+00;4,25E+10;2,16E+10;;2,10E+10;1,04E+15
-3,10E+00;4,30E+10;2,16E+10;;2,15E+10;1,04E+15
-3,09E+00;4,30E+10;2,16E+10;;2,15E+10;1,04E+15
-3,09E+00;4,25E+10;2,16E+10;;2,10E+10;1,04E+15
-3,08E+00;4,25E+10;2,16E+10;;2,10E+10;1,04E+15
-3,08E+00;4,25E+10;2,16E+10;;2,10E+10;1,04E+15
-3,07E+00;4,25E+10;2,12E+10;;2,13E+10;1,02E+15
-3,07E+00;4,25E+10;2,12E+10;;2,13E+10;1,02E+15
-3,06E+00;4,25E+10;2,12E+10;;2,13E+10;1,02E+15
-3,06E+00;4,25E+10;2,12E+10;;2,13E+10;1,02E+15
-3,05E+00;4,20E+10;2,12E+10;;2,08E+10;1,02E+15
-3,05E+00;4,20E+10;2,12E+10;;2,08E+10;1,02E+15
-3,04E+00;4,25E+10;2,12E+10;;2,13E+10;1,02E+15
-3,04E+00;4,20E+10;2,09E+10;;2,11E+10;1,00E+15
-3,03E+00;4,25E+10;2,09E+10;;2,16E+10;1,00E+15
-3,03E+00;4,25E+10;2,09E+10;;2,16E+10;1,00E+15
-3,02E+00;4,20E+10;2,09E+10;;2,11E+10;1,00E+15
-3,02E+00;4,20E+10;2,06E+10;;2,14E+10;9,90E+14
-3,01E+00;4,25E+10;2,09E+10;;2,16E+10;1,00E+15
-3,01E+00;4,20E+10;2,06E+10;;2,14E+10;9,90E+14
-3,00E+00;4,25E+10;2,06E+10;;2,19E+10;9,90E+14
-3,00E+00;4,20E+10;2,06E+10;;2,14E+10;9,90E+14
-2,99E+00;4,20E+10;2,06E+10;;2,14E+10;9,90E+14
-2,99E+00;4,20E+10;2,06E+10;;2,14E+10;9,90E+14
-2,98E+00;4,20E+10;2,06E+10;;2,14E+10;9,90E+14
-2,98E+00;4,20E+10;2,03E+10;;2,17E+10;9,76E+14
-2,97E+00;4,20E+10;2,03E+10;;2,17E+10;9,76E+14
-2,97E+00;4,15E+10;2,03E+10;;2,12E+10;9,76E+14
-2,96E+00;4,15E+10;2,03E+10;;2,12E+10;9,76E+14
-2,96E+00;4,15E+10;2,03E+10;;2,12E+10;9,76E+14
-2,95E+00;4,15E+10;2,03E+10;;2,12E+10;9,76E+14
-2,95E+00;4,15E+10;2,03E+10;;2,12E+10;9,76E+14
-2,94E+00;4,15E+10;2,03E+10;;2,12E+10;9,76E+14
-2,94E+00;4,15E+10;2,03E+10;;2,12E+10;9,76E+14
-2,93E+00;4,15E+10;2,00E+10;;2,15E+10;9,62E+14
-2,93E+00;4,15E+10;2,00E+10;;2,15E+10;9,62E+14
-2,92E+00;4,10E+10;2,03E+10;;2,07E+10;9,76E+14
-2,92E+00;4,10E+10;2,00E+10;;2,10E+10;9,62E+14
-2,91E+00;4,10E+10;2,00E+10;;2,10E+10;9,62E+14
-2,91E+00;4,10E+10;2,00E+10;;2,10E+10;9,62E+14
-2,90E+00;4,10E+10;1,97E+10;;2,13E+10;9,47E+14
-2,90E+00;4,05E+10;1,97E+10;;2,08E+10;9,47E+14
-2,89E+00;4,05E+10;2,03E+10;;2,02E+10;9,76E+14
-2,89E+00;4,10E+10;2,00E+10;;2,10E+10;9,62E+14
-2,88E+00;4,10E+10;1,97E+10;;2,13E+10;9,47E+14
-2,88E+00;4,05E+10;1,97E+10;;2,08E+10;9,47E+14
-2,87E+00;4,10E+10;1,97E+10;;2,13E+10;9,47E+14
-2,87E+00;4,10E+10;1,94E+10;;2,17E+10;9,33E+14
-2,86E+00;4,10E+10;1,94E+10;;2,17E+10;9,33E+14
-2,86E+00;4,10E+10;1,94E+10;;2,17E+10;9,33E+14
-2,85E+00;4,10E+10;1,97E+10;;2,13E+10;9,47E+14
-2,85E+00;4,10E+10;1,94E+10;;2,17E+10;9,33E+14
-2,84E+00;4,05E+10;1,94E+10;;2,12E+10;9,33E+14
-2,84E+00;4,05E+10;1,91E+10;;2,15E+10;9,18E+14
-2,83E+00;4,05E+10;1,91E+10;;2,15E+10;9,18E+14
-2,83E+00;4,05E+10;1,94E+10;;2,12E+10;9,33E+14
-2,82E+00;4,05E+10;1,91E+10;;2,15E+10;9,18E+14
-2,82E+00;4,00E+10;1,91E+10;;2,10E+10;9,18E+14
-2,81E+00;4,05E+10;1,91E+10;;2,15E+10;9,18E+14
-2,81E+00;4,05E+10;1,87E+10;;2,18E+10;8,99E+14
-2,80E+00;4,00E+10;1,91E+10;;2,10E+10;9,18E+14
-2,80E+00;4,05E+10;1,91E+10;;2,15E+10;9,18E+14
-2,79E+00;4,05E+10;1,91E+10;;2,15E+10;9,18E+14
-2,79E+00;4,05E+10;1,91E+10;;2,15E+10;9,18E+14
-2,78E+00;4,05E+10;1,91E+10;;2,15E+10;9,18E+14
-2,78E+00;4,05E+10;1,84E+10;;2,21E+10;8,85E+14
-2,77E+00;4,00E+10;1,87E+10;;2,13E+10;8,99E+14
-2,77E+00;4,00E+10;1,87E+10;;2,13E+10;8,99E+14
-2,76E+00;4,05E+10;1,87E+10;;2,18E+10;8,99E+14
-2,76E+00;4,00E+10;1,87E+10;;2,13E+10;8,99E+14
-2,75E+00;4,00E+10;1,87E+10;;2,13E+10;8,99E+14
-2,75E+00;4,00E+10;1,87E+10;;2,13E+10;8,99E+14
-2,74E+00;3,95E+10;1,87E+10;;2,08E+10;8,99E+14
-2,74E+00;3,95E+10;1,87E+10;;2,08E+10;8,99E+14
-2,73E+00;4,00E+10;1,87E+10;;2,13E+10;8,99E+14
-2,73E+00;4,00E+10;1,84E+10;;2,16E+10;8,85E+14
-2,72E+00;4,00E+10;1,87E+10;;2,13E+10;8,99E+14
-2,72E+00;4,00E+10;1,84E+10;;2,16E+10;8,85E+14
-2,71E+00;3,95E+10;1,81E+10;;2,14E+10;8,70E+14
-2,71E+00;4,00E+10;1,84E+10;;2,16E+10;8,85E+14
-2,70E+00;3,95E+10;1,81E+10;;2,14E+10;8,70E+14
-2,70E+00;3,95E+10;1,81E+10;;2,14E+10;8,70E+14
-2,69E+00;3,90E+10;1,81E+10;;2,09E+10;8,70E+14
-2,69E+00;3,95E+10;1,81E+10;;2,14E+10;8,70E+14
-2,68E+00;3,95E+10;1,81E+10;;2,14E+10;8,70E+14
-2,68E+00;3,85E+10;1,81E+10;;2,04E+10;8,70E+14
-2,67E+00;3,95E+10;1,81E+10;;2,14E+10;8,70E+14
-2,67E+00;3,90E+10;1,81E+10;;2,09E+10;8,70E+14
-2,66E+00;3,85E+10;1,81E+10;;2,04E+10;8,70E+14
-2,66E+00;3,90E+10;1,78E+10;;2,12E+10;8,56E+14
-2,65E+00;3,90E+10;1,78E+10;;2,12E+10;8,56E+14
-2,65E+00;3,85E+10;1,81E+10;;2,04E+10;8,70E+14
-2,64E+00;3,90E+10;1,78E+10;;2,12E+10;8,56E+14
-2,64E+00;3,90E+10;1,78E+10;;2,12E+10;8,56E+14
-2,63E+00;3,90E+10;1,78E+10;;2,12E+10;8,56E+14
-2,63E+00;3,90E+10;1,78E+10;;2,12E+10;8,56E+14
-2,62E+00;3,85E+10;1,75E+10;;2,10E+10;8,41E+14
-2,62E+00;3,85E+10;1,78E+10;;2,07E+10;8,56E+14
-2,61E+00;3,90E+10;1,72E+10;;2,18E+10;8,27E+14
-2,61E+00;3,85E+10;1,75E+10;;2,10E+10;8,41E+14
-2,60E+00;3,85E+10;1,72E+10;;2,13E+10;8,27E+14
-2,60E+00;3,85E+10;1,75E+10;;2,10E+10;8,41E+14
-2,59E+00;3,85E+10;1,75E+10;;2,10E+10;8,41E+14
-2,59E+00;3,85E+10;1,75E+10;;2,10E+10;8,41E+14
-2,58E+00;3,85E+10;1,75E+10;;2,10E+10;8,41E+14
-2,58E+00;3,85E+10;1,75E+10;;2,10E+10;8,41E+14
-2,57E+00;3,80E+10;1,72E+10;;2,08E+10;8,27E+14
-2,57E+00;3,85E+10;1,72E+10;;2,13E+10;8,27E+14
-2,56E+00;3,80E+10;1,69E+10;;2,12E+10;8,13E+14
-2,56E+00;3,85E+10;1,72E+10;;2,13E+10;8,27E+14
-2,55E+00;3,80E+10;1,72E+10;;2,08E+10;8,27E+14
-2,55E+00;3,80E+10;1,69E+10;;2,12E+10;8,13E+14
-2,54E+00;3,80E+10;1,72E+10;;2,08E+10;8,27E+14
-2,54E+00;3,80E+10;1,72E+10;;2,08E+10;8,27E+14
-2,53E+00;3,80E+10;1,72E+10;;2,08E+10;8,27E+14
-2,53E+00;3,80E+10;1,72E+10;;2,08E+10;8,27E+14
-2,52E+00;3,80E+10;1,69E+10;;2,12E+10;8,13E+14
-2,52E+00;3,80E+10;1,69E+10;;2,12E+10;8,13E+14
-2,51E+00;3,80E+10;1,69E+10;;2,12E+10;8,13E+14
-2,51E+00;3,80E+10;1,69E+10;;2,12E+10;8,13E+14
-2,50E+00;3,75E+10;1,69E+10;;2,07E+10;8,13E+14
-2,50E+00;3,75E+10;1,66E+10;;2,10E+10;7,98E+14
-2,49E+00;3,70E+10;1,69E+10;;2,02E+10;8,13E+14
-2,49E+00;3,75E+10;1,66E+10;;2,10E+10;7,98E+14
-2,48E+00;3,75E+10;1,66E+10;;2,10E+10;7,98E+14
-2,48E+00;3,75E+10;1,66E+10;;2,10E+10;7,98E+14
-2,47E+00;3,70E+10;1,62E+10;;2,08E+10;7,79E+14
-2,47E+00;3,75E+10;1,66E+10;;2,10E+10;7,98E+14
-2,46E+00;3,75E+10;1,66E+10;;2,10E+10;7,98E+14
-2,46E+00;3,75E+10;1,66E+10;;2,10E+10;7,98E+14
-2,45E+00;3,75E+10;1,62E+10;;2,13E+10;7,79E+14
-2,45E+00;3,75E+10;1,59E+10;;2,16E+10;7,64E+14
-2,44E+00;3,70E+10;1,62E+10;;2,08E+10;7,79E+14
-2,44E+00;3,70E+10;1,62E+10;;2,08E+10;7,79E+14
-2,43E+00;3,70E+10;1,62E+10;;2,08E+10;7,79E+14
-2,43E+00;3,70E+10;1,62E+10;;2,08E+10;7,79E+14
-2,42E+00;3,70E+10;1,56E+10;;2,14E+10;7,50E+14
-2,42E+00;3,65E+10;1,62E+10;;2,03E+10;7,79E+14
-2,41E+00;3,65E+10;1,59E+10;;2,06E+10;7,64E+14
-2,41E+00;3,65E+10;1,62E+10;;2,03E+10;7,79E+14
-2,40E+00;3,70E+10;1,59E+10;;2,11E+10;7,64E+14
-2,40E+00;3,65E+10;1,59E+10;;2,06E+10;7,64E+14
-2,39E+00;3,65E+10;1,59E+10;;2,06E+10;7,64E+14
-2,39E+00;3,70E+10;1,56E+10;;2,14E+10;7,50E+14
-2,38E+00;3,65E+10;1,59E+10;;2,06E+10;7,64E+14
-2,38E+00;3,65E+10;1,56E+10;;2,09E+10;7,50E+14
-2,37E+00;3,65E+10;1,56E+10;;2,09E+10;7,50E+14
-2,37E+00;3,65E+10;1,56E+10;;2,09E+10;7,50E+14
-2,36E+00;3,65E+10;1,56E+10;;2,09E+10;7,50E+14
-2,36E+00;3,65E+10;1,56E+10;;2,09E+10;7,50E+14
-2,35E+00;3,65E+10;1,56E+10;;2,09E+10;7,50E+14
-2,35E+00;3,65E+10;1,56E+10;;2,09E+10;7,50E+14
-2,34E+00;3,60E+10;1,53E+10;;2,07E+10;7,36E+14
-2,34E+00;3,65E+10;1,53E+10;;2,12E+10;7,36E+14
-2,33E+00;3,60E+10;1,53E+10;;2,07E+10;7,36E+14
-2,33E+00;3,60E+10;1,53E+10;;2,07E+10;7,36E+14
-2,32E+00;3,60E+10;1,53E+10;;2,07E+10;7,36E+14
-2,32E+00;3,60E+10;1,50E+10;;2,10E+10;7,21E+14
-2,31E+00;3,60E+10;1,53E+10;;2,07E+10;7,36E+14
-2,31E+00;3,60E+10;1,50E+10;;2,10E+10;7,21E+14
-2,30E+00;3,60E+10;1,50E+10;;2,10E+10;7,21E+14
-2,30E+00;3,60E+10;1,50E+10;;2,10E+10;7,21E+14
-2,29E+00;3,60E+10;1,50E+10;;2,10E+10;7,21E+14
-2,29E+00;3,60E+10;1,50E+10;;2,10E+10;7,21E+14
-2,28E+00;3,55E+10;1,50E+10;;2,05E+10;7,21E+14
-2,28E+00;3,55E+10;1,50E+10;;2,05E+10;7,21E+14
-2,27E+00;3,55E+10;1,50E+10;;2,05E+10;7,21E+14
-2,27E+00;3,55E+10;1,50E+10;;2,05E+10;7,21E+14
-2,26E+00;3,55E+10;1,50E+10;;2,05E+10;7,21E+14
-2,26E+00;3,55E+10;1,47E+10;;2,08E+10;7,07E+14
-2,25E+00;3,55E+10;1,44E+10;;2,12E+10;6,92E+14
-2,25E+00;3,55E+10;1,47E+10;;2,08E+10;7,07E+14
-2,24E+00;3,50E+10;1,47E+10;;2,03E+10;7,07E+14
-2,24E+00;3,55E+10;1,44E+10;;2,12E+10;6,92E+14
-2,23E+00;3,50E+10;1,47E+10;;2,03E+10;7,07E+14
-2,23E+00;3,50E+10;1,47E+10;;2,03E+10;7,07E+14
-2,22E+00;3,50E+10;1,47E+10;;2,03E+10;7,07E+14
-2,22E+00;3,50E+10;1,44E+10;;2,07E+10;6,92E+14
-2,21E+00;3,55E+10;1,44E+10;;2,12E+10;6,92E+14
-2,21E+00;3,55E+10;1,44E+10;;2,12E+10;6,92E+14
-2,20E+00;3,50E+10;1,44E+10;;2,07E+10;6,92E+14
-2,20E+00;3,55E+10;1,44E+10;;2,12E+10;6,92E+14
-2,19E+00;3,50E+10;1,44E+10;;2,07E+10;6,92E+14
-2,19E+00;3,45E+10;1,41E+10;;2,05E+10;6,78E+14
-2,18E+00;3,45E+10;1,41E+10;;2,05E+10;6,78E+14
-2,18E+00;3,50E+10;1,41E+10;;2,10E+10;6,78E+14
-2,17E+00;3,50E+10;1,41E+10;;2,10E+10;6,78E+14
-2,17E+00;3,50E+10;1,44E+10;;2,07E+10;6,92E+14
-2,16E+00;3,50E+10;1,41E+10;;2,10E+10;6,78E+14
-2,16E+00;3,50E+10;1,37E+10;;2,13E+10;6,59E+14
-2,15E+00;3,45E+10;1,37E+10;;2,08E+10;6,59E+14
-2,15E+00;3,45E+10;1,37E+10;;2,08E+10;6,59E+14
-2,14E+00;3,50E+10;1,37E+10;;2,13E+10;6,59E+14
-2,14E+00;3,40E+10;1,37E+10;;2,03E+10;6,59E+14
-2,13E+00;3,45E+10;1,41E+10;;2,05E+10;6,78E+14
-2,13E+00;3,40E+10;1,34E+10;;2,06E+10;6,44E+14
-2,12E+00;3,40E+10;1,37E+10;;2,03E+10;6,59E+14
-2,12E+00;3,45E+10;1,31E+10;;2,14E+10;6,30E+14
-2,11E+00;3,40E+10;1,37E+10;;2,03E+10;6,59E+14
-2,11E+00;3,45E+10;1,37E+10;;2,08E+10;6,59E+14
-2,10E+00;3,45E+10;1,31E+10;;2,14E+10;6,30E+14
-2,10E+00;3,35E+10;1,34E+10;;2,01E+10;6,44E+14
-2,09E+00;3,40E+10;1,31E+10;;2,09E+10;6,30E+14
-2,09E+00;3,35E+10;1,34E+10;;2,01E+10;6,44E+14
-2,08E+00;3,40E+10;1,34E+10;;2,06E+10;6,44E+14
-2,08E+00;3,35E+10;1,34E+10;;2,01E+10;6,44E+14
-2,07E+00;3,35E+10;1,34E+10;;2,01E+10;6,44E+14
-2,07E+00;3,35E+10;1,34E+10;;2,01E+10;6,44E+14
-2,06E+00;3,35E+10;1,34E+10;;2,01E+10;6,44E+14
-2,06E+00;3,40E+10;1,31E+10;;2,09E+10;6,30E+14
-2,05E+00;3,40E+10;1,31E+10;;2,09E+10;6,30E+14
-2,05E+00;3,40E+10;1,31E+10;;2,09E+10;6,30E+14
-2,04E+00;3,35E+10;1,31E+10;;2,04E+10;6,30E+14
-2,04E+00;3,35E+10;1,31E+10;;2,04E+10;6,30E+14
-2,03E+00;3,35E+10;1,28E+10;;2,07E+10;6,15E+14
-2,03E+00;3,30E+10;1,28E+10;;2,02E+10;6,15E+14
-2,02E+00;3,30E+10;1,28E+10;;2,02E+10;6,15E+14
-2,02E+00;3,30E+10;1,28E+10;;2,02E+10;6,15E+14
-2,01E+00;3,30E+10;1,28E+10;;2,02E+10;6,15E+14
-2,01E+00;3,30E+10;1,28E+10;;2,02E+10;6,15E+14
-2,00E+00;3,30E+10;1,25E+10;;2,05E+10;6,01E+14
-2,00E+00;3,30E+10;1,28E+10;;2,02E+10;6,15E+14
-1,99E+00;3,30E+10;1,28E+10;;2,02E+10;6,15E+14
-1,99E+00;3,35E+10;1,25E+10;;2,10E+10;6,01E+14
-1,98E+00;3,30E+10;1,25E+10;;2,05E+10;6,01E+14
-1,98E+00;3,30E+10;1,25E+10;;2,05E+10;6,01E+14
-1,97E+00;3,30E+10;1,25E+10;;2,05E+10;6,01E+14
-1,97E+00;3,30E+10;1,25E+10;;2,05E+10;6,01E+14
-1,96E+00;3,25E+10;1,22E+10;;2,03E+10;5,87E+14
-1,96E+00;3,30E+10;1,22E+10;;2,08E+10;5,87E+14
-1,95E+00;3,35E+10;1,22E+10;;2,13E+10;5,87E+14
-1,95E+00;3,30E+10;1,22E+10;;2,08E+10;5,87E+14
-1,94E+00;3,25E+10;1,22E+10;;2,03E+10;5,87E+14
-1,94E+00;3,30E+10;1,22E+10;;2,08E+10;5,87E+14
-1,93E+00;3,25E+10;1,22E+10;;2,03E+10;5,87E+14
-1,93E+00;3,25E+10;1,22E+10;;2,03E+10;5,87E+14
-1,92E+00;3,20E+10;1,19E+10;;2,02E+10;5,72E+14
-1,92E+00;3,25E+10;1,19E+10;;2,07E+10;5,72E+14
-1,91E+00;3,25E+10;1,19E+10;;2,07E+10;5,72E+14
-1,91E+00;3,25E+10;1,19E+10;;2,07E+10;5,72E+14
-1,90E+00;3,20E+10;1,19E+10;;2,02E+10;5,72E+14
-1,90E+00;3,20E+10;1,19E+10;;2,02E+10;5,72E+14
-1,89E+00;3,20E+10;1,19E+10;;2,02E+10;5,72E+14
-1,89E+00;3,20E+10;1,19E+10;;2,02E+10;5,72E+14
-1,88E+00;3,15E+10;1,22E+10;;1,93E+10;5,87E+14
-1,88E+00;3,20E+10;1,16E+10;;2,05E+10;5,58E+14
-1,87E+00;3,15E+10;1,16E+10;;2,00E+10;5,58E+14
-1,87E+00;3,15E+10;1,22E+10;;1,93E+10;5,87E+14
-1,86E+00;3,15E+10;1,12E+10;;2,03E+10;5,38E+14
-1,86E+00;3,20E+10;1,16E+10;;2,05E+10;5,58E+14
-1,85E+00;3,15E+10;1,16E+10;;2,00E+10;5,58E+14
-1,85E+00;3,15E+10;1,16E+10;;2,00E+10;5,58E+14
-1,84E+00;3,15E+10;1,16E+10;;2,00E+10;5,58E+14
-1,84E+00;3,15E+10;1,16E+10;;2,00E+10;5,58E+14
-1,83E+00;3,15E+10;1,16E+10;;2,00E+10;5,58E+14
-1,83E+00;3,10E+10;1,12E+10;;1,98E+10;5,38E+14
-1,82E+00;3,10E+10;1,12E+10;;1,98E+10;5,38E+14
-1,82E+00;3,10E+10;1,12E+10;;1,98E+10;5,38E+14
-1,81E+00;3,15E+10;1,12E+10;;2,03E+10;5,38E+14
-1,81E+00;3,10E+10;1,12E+10;;1,98E+10;5,38E+14
-1,80E+00;3,10E+10;1,09E+10;;2,01E+10;5,24E+14
-1,80E+00;3,20E+10;1,09E+10;;2,11E+10;5,24E+14
-1,79E+00;3,10E+10;1,09E+10;;2,01E+10;5,24E+14
-1,79E+00;3,10E+10;1,09E+10;;2,01E+10;5,24E+14
-1,78E+00;3,15E+10;1,09E+10;;2,06E+10;5,24E+14
-1,78E+00;3,10E+10;1,09E+10;;2,01E+10;5,24E+14
-1,77E+00;3,10E+10;1,09E+10;;2,01E+10;5,24E+14
-1,77E+00;3,15E+10;1,09E+10;;2,06E+10;5,24E+14
-1,76E+00;3,05E+10;1,09E+10;;1,96E+10;5,24E+14
-1,76E+00;3,05E+10;1,06E+10;;1,99E+10;5,10E+14
-1,75E+00;3,05E+10;1,06E+10;;1,99E+10;5,10E+14
-1,75E+00;3,05E+10;1,06E+10;;1,99E+10;5,10E+14
-1,74E+00;3,05E+10;1,06E+10;;1,99E+10;5,10E+14
-1,74E+00;3,05E+10;1,06E+10;;1,99E+10;5,10E+14
-1,73E+00;3,05E+10;1,06E+10;;1,99E+10;5,10E+14
-1,73E+00;3,05E+10;1,03E+10;;2,02E+10;4,95E+14
-1,72E+00;3,05E+10;1,03E+10;;2,02E+10;4,95E+14
-1,72E+00;3,10E+10;1,06E+10;;2,04E+10;5,10E+14
